customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01381,Female,0,Yes,Yes,47,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,110.96,4782.31,1
CUST-01382,Female,0,No,No,22,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer,46.96,975.26,1
CUST-01383,Male,1,Yes,No,27,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,101.97,2482.72,1
CUST-01384,Female,0,No,No,67,Yes,DSL,No,No internet,No internet,Month-to-month,Credit card,119.94,8383.34,0
CUST-01385,Male,1,No,Yes,56,Yes,No,Yes,Yes,No internet,Two year,Credit card,41.14,2232.16,0
CUST-01386,Male,0,Yes,No,21,Yes,DSL,No,No internet,No,One year,Electronic check,46.52,1032.93,0
CUST-01387,Male,0,No,No,47,Yes,Fiber optic,No internet,Yes,No internet,Month-to-month,Bank transfer,86.29,3924.99,1
CUST-01388,Female,0,Yes,No,59,Yes,Fiber optic,No internet,No,Yes,Month-to-month,Electronic check,116.54,7315.0,1
CUST-01389,Female,0,Yes,Yes,6,Yes,DSL,No internet,Yes,No,Two year,Mailed check,111.58,620.03,0
CUST-01390,Female,0,Yes,No,19,No,Fiber optic,No,No internet,Yes,Month-to-month,Electronic check,70.29,1248.27,0
CUST-01391,Male,1,Yes,No,57,Yes,Fiber optic,No,No internet,Yes,Month-to-month,Credit card,99.51,5491.56,1
CUST-01392,Female,0,No,Yes,69,Yes,No,Yes,No internet,Yes,Month-to-month,Bank transfer,33.57,2273.94,0
CUST-01393,Female,0,Yes,No,3,Yes,Fiber optic,No internet,No internet,No,Two year,Bank transfer,117.74,342.53,0
CUST-01394,Female,0,No,No,1,Yes,Fiber optic,Yes,Yes,No internet,Month-to-month,Credit card,116.44,122.58,0
CUST-01395,Male,0,No,No,58,Yes,Fiber optic,No,No internet,No internet,Month-to-month,Credit card,36.37,1939.42,0
CUST-01396,Male,0,Yes,No,38,Yes,Fiber optic,Yes,No internet,No internet,Month-to-month,Mailed check,49.94,1841.25,1
CUST-01397,Male,0,No,Yes,15,Yes,No,No internet,Yes,Yes,Month-to-month,Credit card,30.02,480.67,1
CUST-01398,Male,0,Yes,No,34,Yes,DSL,Yes,No internet,No,One year,Credit card,47.17,1464.83,0
CUST-01399,Female,0,Yes,No,61,Yes,DSL,Yes,No,No internet,Month-to-month,Credit card,101.6,6745.89,0
CUST-01400,Female,1,Yes,No,35,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer,57.83,2220.92,1
CUST-01401,Male,0,No,No,64,Yes,DSL,No,No internet,No,Month-to-month,Credit card,28.84,1693.88,1
CUST-01402,Female,0,Yes,No,25,Yes,No,No,No,Yes,Month-to-month,Electronic check,54.22,1298.91,1
CUST-01403,Male,0,No,Yes,24,Yes,Fiber optic,No,No internet,No,Two year,Electronic check,118.14,2763.0,0
CUST-01404,Female,0,Yes,No,12,Yes,Fiber optic,No internet,Yes,No internet,Two year,Bank transfer,82.97,1050.68,0
CUST-01405,Female,0,No,No,18,Yes,No,No internet,No,No internet,Month-to-month,Mailed check,61.62,1130.44,0
CUST-01406,Female,0,Yes,No,15,Yes,Fiber optic,Yes,No,No,Month-to-month,Mailed check,36.65,565.62,1
CUST-01407,Male,1,No,Yes,27,Yes,Fiber optic,No internet,Yes,No,Month-to-month,Bank transfer,118.62,3367.69,0
CUST-01408,Female,0,Yes,No,72,Yes,DSL,Yes,No,No,One year,Electronic check,102.08,6788.21,0
CUST-01409,Female,0,No,Yes,60,Yes,Fiber optic,No,No internet,No,One year,Bank transfer,48.15,3081.53,0
CUST-01410,Female,1,Yes,No,46,Yes,DSL,Yes,No internet,No internet,Month-to-month,Credit card,27.01,1293.55,0
CUST-01411,Female,0,No,No,17,Yes,Fiber optic,Yes,No,No internet,One year,Bank transfer,25.66,442.97,0
CUST-01412,Male,0,Yes,Yes,53,Yes,Fiber optic,No internet,Yes,Yes,One year,Mailed check,32.04,1830.48,0
CUST-01413,Male,0,No,No,8,Yes,DSL,Yes,No internet,No,Two year,Electronic check,78.08,649.66,0
CUST-01414,Male,0,Yes,No,27,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Mailed check,112.88,2865.93,0
CUST-01415,Female,0,Yes,Yes,46,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,69.67,3159.79,1
CUST-01416,Female,0,Yes,No,50,Yes,No,No internet,Yes,No internet,Month-to-month,Electronic check,104.29,5208.29,1
CUST-01417,Female,0,No,No,71,Yes,DSL,No,No internet,Yes,Two year,Credit card,64.59,4177.95,0
CUST-01418,Male,0,No,No,3,Yes,No,No internet,Yes,No internet,One year,Electronic check,90.86,297.37,1
CUST-01419,Male,0,Yes,Yes,64,Yes,Fiber optic,No,No,No internet,One year,Electronic check,93.19,5521.12,1
CUST-01420,Female,0,No,Yes,44,Yes,Fiber optic,No internet,No,Yes,Month-to-month,Bank transfer,37.4,1710.59,1
CUST-01421,Male,0,Yes,No,53,Yes,DSL,No,No internet,No,Month-to-month,Electronic check,56.12,2978.07,0
CUST-01422,Male,0,Yes,No,24,Yes,No,No,Yes,No internet,Month-to-month,Bank transfer,83.73,1818.87,0
CUST-01423,Female,1,Yes,Yes,60,Yes,DSL,No internet,Yes,Yes,One year,Mailed check,27.07,1762.17,0
CUST-01424,Male,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,56.15,180.3,1
CUST-01425,Female,0,Yes,No,20,Yes,No,Yes,No,Yes,Month-to-month,Credit card,73.48,1476.73,1
CUST-01426,Male,1,No,Yes,46,Yes,No,Yes,No,No internet,One year,Bank transfer,119.62,5204.22,1
CUST-01427,Male,0,No,Yes,15,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer,67.45,935.19,0
CUST-01428,Male,1,Yes,Yes,25,No,No,No,No,No internet,Month-to-month,Credit card,101.61,2470.85,0
CUST-01429,Male,0,No,No,71,Yes,Fiber optic,No,No internet,No internet,Month-to-month,Bank transfer,63.21,4268.39,1
CUST-01430,Female,1,No,No,17,Yes,DSL,No internet,No internet,No internet,Two year,Bank transfer,99.64,1696.15,0
CUST-01431,Female,0,No,Yes,9,Yes,Fiber optic,Yes,Yes,Yes,One year,Credit card,79.54,782.64,0
CUST-01432,Male,0,Yes,No,38,Yes,DSL,No,No internet,No,Two year,Mailed check,108.66,4190.98,0
CUST-01433,Female,1,Yes,No,48,Yes,DSL,No,No internet,No internet,Month-to-month,Electronic check,61.09,3161.0,1
CUST-01434,Male,0,No,No,60,Yes,Fiber optic,No internet,No internet,No,Two year,Electronic check,80.43,4971.42,0
CUST-01435,Female,0,No,No,63,Yes,Fiber optic,Yes,Yes,No internet,Two year,Electronic check,83.0,5203.11,0
CUST-01436,Male,0,Yes,Yes,2,Yes,DSL,No,No internet,No,One year,Electronic check,61.74,132.24,1
CUST-01437,Female,0,Yes,No,72,Yes,No,Yes,Yes,Yes,Two year,Electronic check,34.43,2464.76,0
CUST-01438,Male,0,No,Yes,11,Yes,DSL,No internet,Yes,No,Month-to-month,Electronic check,29.36,346.77,1
CUST-01439,Male,0,Yes,No,64,Yes,No,Yes,No internet,Yes,Month-to-month,Bank transfer,21.67,1329.07,0
CUST-01440,Female,1,Yes,Yes,72,Yes,No,No,No internet,Yes,Month-to-month,Electronic check,107.35,7155.4,1
CUST-01441,Male,0,No,Yes,21,Yes,No,No,No internet,No,One year,Bank transfer,43.65,981.79,0
CUST-01442,Male,0,Yes,No,18,Yes,No,Yes,No,No internet,One year,Credit card,41.15,753.65,0
CUST-01443,Male,0,No,Yes,64,Yes,DSL,No internet,Yes,No internet,One year,Mailed check,93.6,6456.56,0
CUST-01444,Male,0,No,No,38,Yes,Fiber optic,No internet,Yes,No internet,Month-to-month,Bank transfer,52.0,2149.03,1
CUST-01445,Female,0,No,No,32,Yes,DSL,No internet,No,No internet,Month-to-month,Mailed check,70.6,2057.51,1
CUST-01446,Female,0,No,Yes,11,Yes,DSL,No internet,No,No,Month-to-month,Credit card,36.25,398.83,0
CUST-01447,Male,0,Yes,Yes,45,Yes,Fiber optic,No,No internet,No internet,One year,Electronic check,115.97,5088.15,0
CUST-01448,Male,1,Yes,Yes,33,Yes,DSL,Yes,No,No internet,Month-to-month,Mailed check,105.16,3557.63,0
CUST-01449,Female,0,Yes,Yes,41,Yes,No,No,No,Yes,Two year,Mailed check,106.38,4617.68,0
CUST-01450,Female,0,Yes,No,8,Yes,No,Yes,No,No,Month-to-month,Credit card,60.68,464.14,0
CUST-01451,Male,0,No,No,11,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Credit card,96.24,1070.67,0
CUST-01452,Male,0,Yes,Yes,51,Yes,Fiber optic,No internet,No,Yes,Two year,Credit card,34.39,1827.11,0
CUST-01453,Female,0,No,Yes,41,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Bank transfer,20.86,792.73,0
CUST-01454,Male,0,No,Yes,17,Yes,No,Yes,Yes,No internet,Month-to-month,Bank transfer,22.0,397.49,0
CUST-01455,Female,0,No,No,46,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Mailed check,78.66,3695.15,1
CUST-01456,Female,0,Yes,Yes,32,Yes,DSL,Yes,No,Yes,Month-to-month,Credit card,65.54,2285.84,0
CUST-01457,Female,0,No,No,54,Yes,Fiber optic,No,No,No internet,Two year,Mailed check,71.8,3752.76,0
CUST-01458,Male,0,No,No,20,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,20.75,382.48,0
CUST-01459,Female,0,Yes,Yes,33,Yes,No,No,No,No internet,Month-to-month,Credit card,62.27,2057.58,0
CUST-01460,Female,0,No,No,40,Yes,DSL,Yes,No internet,No internet,One year,Bank transfer,91.81,3368.19,0
CUST-01461,Male,0,Yes,No,32,No,DSL,No internet,No,No internet,Month-to-month,Credit card,64.27,2249.77,0
CUST-01462,Female,0,Yes,No,2,Yes,No,Yes,No internet,No internet,One year,Mailed check,93.22,169.24,0
CUST-01463,Female,0,No,Yes,33,Yes,No,Yes,No,No,Two year,Bank transfer,43.3,1501.35,0
CUST-01464,Female,0,No,Yes,30,Yes,No,No,No,Yes,Two year,Electronic check,101.31,3054.56,0
CUST-01465,Female,0,Yes,No,33,Yes,Fiber optic,Yes,No internet,Yes,Month-to-month,Electronic check,78.84,2533.36,1
CUST-01466,Female,0,Yes,Yes,26,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,41.08,975.34,0
CUST-01467,Female,0,No,No,22,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card,43.67,984.21,1
CUST-01468,Male,0,No,Yes,66,Yes,DSL,No internet,No internet,No,One year,Electronic check,82.8,5557.94,0
CUST-01469,Male,0,No,No,38,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Mailed check,102.99,3742.11,1
CUST-01470,Male,0,No,Yes,46,No,DSL,No internet,Yes,No internet,Month-to-month,Bank transfer,61.56,3064.09,1
CUST-01471,Female,0,No,Yes,15,Yes,DSL,No internet,No internet,Yes,Two year,Bank transfer,45.83,660.52,0
CUST-01472,Female,0,No,No,44,Yes,No,No,No,No,Month-to-month,Mailed check,106.7,4647.59,1
CUST-01473,Female,0,No,Yes,49,Yes,DSL,Yes,No internet,Yes,Month-to-month,Credit card,86.93,4296.85,0
CUST-01474,Male,1,No,No,61,Yes,No,No,No internet,No,Month-to-month,Credit card,64.81,3637.32,0
CUST-01475,Male,0,No,Yes,67,Yes,DSL,No internet,Yes,Yes,Month-to-month,Credit card,68.79,5007.29,0
CUST-01476,Female,0,No,Yes,6,No,DSL,Yes,No internet,No,Month-to-month,Credit card,40.43,236.49,0
CUST-01477,Male,1,Yes,Yes,9,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,82.68,681.73,0
CUST-01478,Male,0,Yes,Yes,6,Yes,Fiber optic,Yes,No internet,No internet,Month-to-month,Mailed check,55.87,327.66,0
CUST-01479,Female,0,Yes,No,32,Yes,Fiber optic,No,No internet,Yes,Month-to-month,Bank transfer,119.56,3902.59,1
CUST-01480,Male,0,Yes,No,41,Yes,No,Yes,Yes,No internet,One year,Bank transfer,68.02,2796.43,0
CUST-01481,Male,0,No,No,8,Yes,DSL,Yes,Yes,No internet,Month-to-month,Credit card,68.59,570.07,1
CUST-01482,Male,1,Yes,No,72,Yes,No,No internet,No internet,Yes,One year,Electronic check,76.59,5024.23,0
CUST-01483,Male,1,No,Yes,50,Yes,DSL,No internet,No,No internet,Month-to-month,Electronic check,111.68,5343.37,0
CUST-01484,Female,0,No,Yes,62,Yes,No,Yes,Yes,No,Month-to-month,Bank transfer,100.08,6601.12,0
CUST-01485,Female,0,No,No,62,Yes,Fiber optic,Yes,Yes,No,Two year,Bank transfer,65.11,3697.64,0
CUST-01486,Male,0,No,No,7,Yes,No,No internet,No,No,Month-to-month,Mailed check,91.87,688.81,1
CUST-01487,Male,0,No,No,4,No,Fiber optic,No,Yes,No,Month-to-month,Bank transfer,78.62,288.81,0
CUST-01488,Male,0,Yes,No,6,Yes,DSL,Yes,No internet,No internet,Two year,Bank transfer,69.24,443.23,0
CUST-01489,Male,0,Yes,Yes,58,Yes,No,No,Yes,Yes,One year,Credit card,39.23,2211.99,0
CUST-01490,Female,0,Yes,No,22,Yes,DSL,No internet,No,No internet,Month-to-month,Electronic check,66.39,1493.36,1
CUST-01491,Female,1,No,Yes,26,Yes,DSL,Yes,No internet,Yes,Month-to-month,Electronic check,44.58,1078.61,1
CUST-01492,Male,0,Yes,Yes,3,No,No,No,No,Yes,One year,Mailed check,111.48,305.42,0
CUST-01493,Male,0,Yes,Yes,41,No,DSL,No internet,No,No internet,Two year,Electronic check,53.54,2070.43,0
CUST-01494,Male,0,No,Yes,60,No,DSL,Yes,No,No internet,Month-to-month,Credit card,115.23,6399.21,0
CUST-01495,Male,1,No,Yes,14,Yes,Fiber optic,No,No,No,Month-to-month,Credit card,73.31,987.83,0
CUST-01496,Female,0,Yes,Yes,12,Yes,No,Yes,Yes,Yes,Month-to-month,Mailed check,83.15,1000.67,0
CUST-01497,Male,0,No,Yes,12,Yes,DSL,No,Yes,Yes,Month-to-month,Bank transfer,74.29,907.31,1
CUST-01498,Male,0,No,No,13,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer,32.94,453.05,1
CUST-01499,Female,1,Yes,No,25,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Credit card,57.58,1484.48,1
CUST-01500,Male,1,Yes,Yes,45,Yes,No,No internet,No internet,Yes,Month-to-month,Mailed check,29.91,1375.23,1
CUST-01501,Female,0,No,No,19,Yes,No,Yes,Yes,Yes,Month-to-month,Credit card,82.3,1536.11,1
CUST-01502,Female,0,No,Yes,55,Yes,Fiber optic,No internet,No,No,Two year,Electronic check,64.69,3539.31,0
CUST-01503,Male,0,Yes,No,45,Yes,Fiber optic,No,No internet,No internet,Month-to-month,Electronic check,97.8,4325.76,1
CUST-01504,Female,0,Yes,No,8,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card,42.05,359.42,1
CUST-01505,Male,1,Yes,No,53,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer,36.46,1828.03,0
CUST-01506,Male,0,No,No,55,Yes,Fiber optic,No internet,No internet,No internet,Two year,Electronic check,60.63,3005.0,0
CUST-01507,Female,0,Yes,No,32,No,No,No,Yes,Yes,One year,Mailed check,112.66,3714.23,0
CUST-01508,Female,0,Yes,No,51,Yes,Fiber optic,Yes,No,No internet,One year,Bank transfer,91.04,4366.74,0
CUST-01509,Female,0,Yes,No,44,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,61.89,2935.63,0
CUST-01510,Male,0,No,No,70,Yes,Fiber optic,No internet,No,No,Two year,Credit card,71.73,5381.66,0
CUST-01511,Male,0,No,Yes,18,Yes,Fiber optic,No internet,No,Yes,Month-to-month,Bank transfer,28.42,468.25,1
CUST-01512,Male,0,Yes,Yes,22,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Bank transfer,118.46,2400.96,0
CUST-01513,Male,0,No,Yes,37,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,86.64,3202.58,1
CUST-01514,Male,0,Yes,No,56,Yes,Fiber optic,No internet,Yes,No,Two year,Mailed check,48.54,2777.62,0
CUST-01515,Female,1,Yes,Yes,59,Yes,DSL,No internet,Yes,Yes,One year,Electronic check,78.58,4427.51,0
CUST-01516,Female,0,Yes,Yes,3,Yes,No,Yes,Yes,Yes,Two year,Electronic check,30.95,96.88,0
CUST-01517,Female,0,No,No,28,Yes,Fiber optic,Yes,Yes,Yes,Two year,Electronic check,116.58,3326.21,0
CUST-01518,Male,0,Yes,Yes,35,Yes,DSL,Yes,No internet,No internet,Month-to-month,Electronic check,37.48,1265.84,0
CUST-01519,Male,0,No,Yes,61,Yes,DSL,Yes,No internet,No,Month-to-month,Electronic check,84.8,4681.77,0
CUST-01520,Male,0,No,No,54,Yes,No,No internet,No internet,No,Month-to-month,Credit card,44.55,2526.06,0
CUST-01521,Male,0,Yes,No,63,Yes,No,No,No,No,Two year,Electronic check,91.76,5451.09,0
CUST-01522,Male,1,No,Yes,7,Yes,Fiber optic,No internet,Yes,No internet,Month-to-month,Mailed check,97.68,729.5,1
CUST-01523,Female,0,Yes,No,49,Yes,DSL,Yes,Yes,No internet,Two year,Bank transfer,87.34,4211.43,0
CUST-01524,Male,0,Yes,No,31,No,DSL,No internet,No,No internet,Month-to-month,Credit card,81.45,2563.87,0
CUST-01525,Female,0,Yes,Yes,58,Yes,DSL,Yes,No internet,No internet,Month-to-month,Mailed check,109.25,6809.14,0
CUST-01526,Male,0,Yes,No,61,Yes,Fiber optic,No internet,Yes,Yes,Month-to-month,Electronic check,27.86,1823.05,1
CUST-01527,Female,0,No,Yes,24,Yes,Fiber optic,Yes,No,No,Month-to-month,Mailed check,53.09,1241.42,1
CUST-01528,Male,1,Yes,No,20,Yes,Fiber optic,Yes,No internet,Yes,Two year,Bank transfer,44.83,844.4,0
CUST-01529,Male,0,Yes,No,37,Yes,Fiber optic,No internet,No,No internet,Month-to-month,Mailed check,118.8,4637.49,0
CUST-01530,Female,0,Yes,Yes,4,Yes,DSL,Yes,No,No internet,Month-to-month,Electronic check,58.94,232.6,1
CUST-01531,Male,0,Yes,No,20,No,DSL,No,Yes,Yes,Month-to-month,Bank transfer,93.26,1750.32,0
CUST-01532,Male,0,No,No,60,Yes,Fiber optic,Yes,No internet,No,Month-to-month,Electronic check,88.47,5737.55,1
CUST-01533,Male,1,No,Yes,24,Yes,DSL,Yes,No internet,No internet,Month-to-month,Electronic check,41.21,929.32,1
CUST-01534,Female,0,Yes,No,50,Yes,DSL,Yes,Yes,Yes,Month-to-month,Credit card,43.9,1986.83,0
CUST-01535,Female,0,No,No,49,Yes,Fiber optic,No,No internet,Yes,Two year,Bank transfer,48.13,2132.1,0
CUST-01536,Male,0,Yes,No,51,Yes,No,No internet,No,Yes,Month-to-month,Bank transfer,61.11,3192.85,0
CUST-01537,Female,0,Yes,No,36,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,43.43,1614.04,0
CUST-01538,Female,0,Yes,Yes,66,Yes,No,No,No,No,One year,Mailed check,21.97,1395.22,0
CUST-01539,Female,0,No,No,34,Yes,Fiber optic,No,Yes,No,Month-to-month,Bank transfer,107.94,3537.85,1
CUST-01540,Female,0,Yes,No,36,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Mailed check,116.56,4061.46,1
CUST-01541,Female,0,No,No,6,Yes,DSL,Yes,Yes,No internet,Month-to-month,Mailed check,54.16,336.67,0
CUST-01542,Male,0,No,No,39,Yes,No,No,Yes,No,Month-to-month,Bank transfer,53.85,1914.55,0
CUST-01543,Male,0,Yes,No,42,Yes,DSL,Yes,Yes,No,One year,Mailed check,20.71,944.47,0
CUST-01544,Male,0,No,Yes,58,Yes,DSL,No,Yes,Yes,Month-to-month,Bank transfer,88.03,4822.39,0
CUST-01545,Female,0,Yes,No,12,Yes,DSL,No,No internet,Yes,One year,Credit card,102.54,1353.45,1
CUST-01546,Female,0,No,Yes,3,Yes,No,No,No,Yes,Two year,Bank transfer,34.66,97.15,0
CUST-01547,Female,0,No,Yes,18,No,No,No,No,No internet,Month-to-month,Bank transfer,35.97,682.62,0
CUST-01548,Male,0,No,Yes,40,Yes,Fiber optic,No,No,No internet,Month-to-month,Bank transfer,99.01,3741.32,1
CUST-01549,Male,0,No,Yes,21,Yes,Fiber optic,No,No internet,No internet,Month-to-month,Credit card,81.63,1570.53,0
CUST-01550,Male,0,Yes,No,15,No,Fiber optic,No internet,No internet,No internet,Month-to-month,Mailed check,24.49,394.9,0
CUST-01551,Male,0,Yes,Yes,26,Yes,No,Yes,No internet,Yes,Two year,Credit card,82.25,2291.94,0
CUST-01552,Male,0,Yes,No,8,Yes,Fiber optic,Yes,No,No internet,One year,Mailed check,50.89,399.27,0
CUST-01553,Male,0,Yes,No,42,Yes,No,No internet,No internet,No internet,Month-to-month,Bank transfer,56.87,2485.23,0
CUST-01554,Male,0,Yes,Yes,44,Yes,DSL,No,No,Yes,Month-to-month,Bank transfer,96.97,4315.38,0
CUST-01555,Male,0,Yes,Yes,14,Yes,DSL,No internet,No,Yes,Month-to-month,Credit card,101.09,1515.16,0
CUST-01556,Female,1,Yes,No,2,Yes,No,No internet,Yes,No,One year,Credit card,60.04,115.64,0
CUST-01557,Female,0,No,Yes,37,Yes,DSL,No internet,No internet,Yes,One year,Credit card,114.72,4264.74,1
CUST-01558,Female,0,No,No,69,Yes,No,Yes,Yes,No internet,One year,Credit card,60.65,4172.61,0
CUST-01559,Male,0,Yes,Yes,38,Yes,Fiber optic,No internet,No internet,Yes,Month-to-month,Bank transfer,97.18,3584.94,0
CUST-01560,Male,0,Yes,No,41,Yes,No,No,No internet,No internet,One year,Bank transfer,68.39,3023.52,0
CUST-01561,Male,0,No,No,62,Yes,DSL,No internet,Yes,No,Month-to-month,Electronic check,109.75,6349.79,0
CUST-01562,Female,0,No,Yes,60,Yes,Fiber optic,Yes,No internet,No,Month-to-month,Credit card,110.78,6180.87,0
CUST-01563,Male,0,Yes,Yes,14,Yes,Fiber optic,Yes,No internet,No,Month-to-month,Credit card,28.74,408.55,0
CUST-01564,Female,0,Yes,Yes,2,No,Fiber optic,No,No internet,No internet,Month-to-month,Mailed check,113.65,234.46,0
CUST-01565,Female,0,No,Yes,70,Yes,Fiber optic,No internet,No,No internet,One year,Mailed check,102.55,6740.06,0
CUST-01566,Male,0,No,No,17,Yes,No,No,No,No,Two year,Bank transfer,99.13,1648.38,0
CUST-01567,Female,0,No,Yes,28,Yes,Fiber optic,No internet,No internet,No,Month-to-month,Electronic check,40.09,1222.78,1
CUST-01568,Male,0,No,No,66,Yes,DSL,No,Yes,No internet,Two year,Credit card,100.51,6297.49,0
CUST-01569,Female,0,No,No,35,Yes,No,No,No,No internet,Month-to-month,Electronic check,105.01,3799.11,0
CUST-01570,Male,0,Yes,No,5,No,DSL,No,No,No internet,One year,Electronic check,48.92,256.35,0
CUST-01571,Male,0,No,No,65,Yes,Fiber optic,Yes,No internet,No internet,Two year,Bank transfer,115.23,7412.25,0
CUST-01572,Male,0,Yes,Yes,40,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,24.99,1087.07,0
CUST-01573,Female,0,No,Yes,56,Yes,No,No internet,Yes,No,Two year,Credit card,34.99,2052.18,0
CUST-01574,Male,0,Yes,No,36,Yes,DSL,Yes,Yes,Yes,Month-to-month,Bank transfer,73.76,2633.01,0
CUST-01575,Male,0,Yes,No,45,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,77.58,3539.51,0
CUST-01576,Male,0,Yes,Yes,23,Yes,No,Yes,Yes,No internet,One year,Bank transfer,84.52,2018.85,0
CUST-01577,Male,1,Yes,Yes,47,Yes,No,Yes,No,No,Two year,Bank transfer,21.7,1038.7,0
CUST-01578,Male,0,Yes,No,31,Yes,DSL,No internet,No,No internet,Two year,Mailed check,116.04,3869.69,0
CUST-01579,Female,0,No,No,11,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer,24.46,261.36,0
CUST-01580,Female,0,Yes,No,10,Yes,No,Yes,No,No internet,Month-to-month,Electronic check,34.31,329.37,1
CUST-01581,Female,0,No,Yes,67,Yes,DSL,Yes,No internet,Yes,Month-to-month,Mailed check,21.4,1351.74,0
CUST-01582,Male,0,Yes,Yes,14,Yes,No,No internet,No internet,Yes,Two year,Credit card,76.69,974.41,0
CUST-01583,Male,0,No,Yes,10,Yes,Fiber optic,No internet,No internet,No,Month-to-month,Credit card,113.23,1028.81,1
CUST-01584,Male,0,Yes,No,1,Yes,Fiber optic,No,No internet,No internet,One year,Credit card,86.59,93.0,0
CUST-01585,Female,1,Yes,Yes,5,Yes,Fiber optic,No internet,No internet,No,Month-to-month,Credit card,102.27,529.59,1
CUST-01586,Female,0,No,No,20,Yes,Fiber optic,No,Yes,Yes,One year,Credit card,21.33,440.3,0
CUST-01587,Male,1,No,Yes,8,No,DSL,No,No,Yes,Month-to-month,Electronic check,74.2,607.21,1
CUST-01588,Female,0,No,No,43,No,Fiber optic,Yes,Yes,No internet,Two year,Bank transfer,65.96,3034.38,0
CUST-01589,Female,1,No,Yes,1,Yes,DSL,Yes,Yes,No internet,One year,Mailed check,69.9,69.62,0
CUST-01590,Male,1,No,No,57,No,Fiber optic,Yes,Yes,No internet,Two year,Bank transfer,27.22,1666.48,0
CUST-01591,Female,0,Yes,No,64,Yes,DSL,Yes,No,No internet,Month-to-month,Bank transfer,88.44,5501.05,1
CUST-01592,Male,0,Yes,No,28,Yes,No,Yes,No internet,Yes,One year,Electronic check,70.32,2136.99,0
CUST-01593,Female,0,Yes,Yes,37,Yes,DSL,No,Yes,Yes,One year,Electronic check,96.51,3712.75,0
CUST-01594,Female,0,No,Yes,47,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,68.53,3064.49,0
CUST-01595,Female,1,Yes,No,37,Yes,Fiber optic,Yes,Yes,No,Two year,Mailed check,34.94,1309.35,0
CUST-01596,Male,0,No,No,49,No,Fiber optic,Yes,No,No,Month-to-month,Electronic check,84.83,4184.13,0
CUST-01597,Female,0,Yes,No,44,Yes,Fiber optic,No,Yes,No,Month-to-month,Bank transfer,37.24,1519.9,0
CUST-01598,Male,0,No,No,56,Yes,Fiber optic,No internet,No internet,No internet,Month-to-month,Mailed check,107.24,6115.03,0
CUST-01599,Female,0,No,No,28,Yes,DSL,No internet,No,Yes,Month-to-month,Electronic check,81.31,2192.35,0
CUST-01600,Male,0,Yes,No,6,Yes,DSL,Yes,Yes,No,Two year,Electronic check,35.72,195.13,0
CUST-01601,Male,0,No,No,61,No,Fiber optic,No internet,No internet,No internet,Month-to-month,Electronic check,116.23,7726.23,0
CUST-01602,Male,0,Yes,No,20,Yes,No,No,No internet,No internet,Month-to-month,Bank transfer,71.84,1477.46,0
CUST-01603,Female,0,Yes,No,2,Yes,DSL,Yes,No,No internet,Month-to-month,Electronic check,27.29,58.69,0
CUST-01604,Male,1,No,Yes,37,Yes,DSL,No,No internet,Yes,Month-to-month,Bank transfer,82.68,3166.88,0
CUST-01605,Female,0,Yes,No,20,Yes,DSL,No,No,No internet,Month-to-month,Mailed check,45.32,880.47,0
CUST-01606,Male,1,No,No,26,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,100.37,2616.24,0
CUST-01607,Male,0,No,No,29,Yes,Fiber optic,No,No internet,No internet,Month-to-month,Credit card,101.78,3055.37,1
CUST-01608,Male,0,Yes,No,1,Yes,No,Yes,No internet,Yes,Month-to-month,Credit card,117.89,128.74,0
